,probing dataset,linguistic subfield,linguistic phenomena,probe type,train portion,probe,EleutherAI/pythia-1b,EleutherAI/pythia-1b-deduped,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b-deduped,EleutherAI/pythia-12b,EleutherAI/pythia-12b-deduped,EleutherAI/pythia-160m,EleutherAI/pythia-160m-deduped,EleutherAI/pythia-2.8b,EleutherAI/pythia-2.8b-deduped,EleutherAI/pythia-410m,EleutherAI/pythia-410m-deduped,EleutherAI/pythia-6.9b,EleutherAI/pythia-6.9b-deduped,EleutherAI/pythia-70m,EleutherAI/pythia-70m-deduped,albert-base-v2,bert-base-uncased,google/electra-base-discriminator,google/flan-t5-xxl,google/flan-t5-large,google/flan-t5-xl,google/flan-t5-base,google/flan-t5-small,google/flan-ul2,google/t5-small-lm-adapt,google/t5-base-lm-adapt,google/t5-large-lm-adapt,google/t5-xl-lm-adapt,google/t5-xxl-lm-adapt,google/ul2,gpt2,facebook/bart-base,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-hf,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-hf,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-hf,microsoft/deberta-base,microsoft/deberta-v3-base,roberta-base,allenai/tulu-2-dpo-13b,allenai/tulu-2-13b,allenai/tulu-2-70b,allenai/tulu-2-dpo-70b,microsoft/Orca-2-13b,lmsys/vicuna-13b-v1.5,mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-v0.1,databricks/dolly-v2-12b,WizardLM/WizardLM-13B-V1.2,ibm/merlinite-7b,ibm/labradorite-13b,allenai/tk-instruct-11b-def,sentence-transformers/average_word_embeddings_glove.840B.300d,sentence-transformers/average_word_embeddings_glove.6B.300d
206,event_structure-event,semantics,event structure,token(s) pair classification,1,event_structure-event,0.241406351,0.241406351,0.241406351,0.241406351,0.241406351,0.241406351,0.241406351,0.241406351,0.241406351,0.241406351,0.241406351,0.241406351,0.241406351,0.241406351,0.241406351,0.241406351,0.241406351,0.241406351,0.241406351,0.288450366,0.241406351,0.251005501,0.241406351,0.241406351,0.29153496,0.241406351,0.241406351,0.241406351,0.241406351,0.305265224,0.241406351,0.241400111,0.241406351,0.241406351,0.241406351,0.241406351,0.241267404,0.241406351,0.24136847,0.241406351,0.241406351,0.241406351,0.241994041,0.241406351,0.241406351,0.241400111,0.241406351,0.241406351,0.241406351,0.241406351,0.241406351,0.241406351,0.241406351,0.241406351,0.241406351,0.241362667,0.241343927
210,event_structure-has-natural-parts,semantics,event structure,token(s) classification,1,event_structure-has-natural-parts,0.451601624,0.451601624,0.451899666,0.452628928,0.451601624,0.451601624,0.451601624,0.451601624,0.45158242,0.451601624,0.451978445,0.451601624,0.451958591,0.454279196,0.451601624,0.451601624,0.451978445,0.45246678,0.451601624,0.452850056,0.451601624,0.451601624,0.451601624,0.451601624,0.453446686,0.451601624,0.451601624,0.451601624,0.452790439,0.452632189,0.45290935,0.451601624,0.451601624,0.451958591,0.45158242,0.451601624,0.451601624,0.45158242,0.451332188,0.451601624,0.451958591,0.451601624,0.451781762,0.4532525,0.455633634,0.45139032,0.45158242,0.451843971,0.460650307,0.452535617,0.452661967,0.452537954,0.452966028,0.452778202,0.451601624,0.452750647,0.454396343
202,event_structure-has-similar-parts,semantics,event structure,token(s) classification,1,event_structure-has-similar-parts,0.263357389,0.259456187,0.249843648,0.252768129,0.247553784,0.253146288,0.224304065,0.262541276,0.246041012,0.250458926,0.249080625,0.224355885,0.259968442,0.270754808,0.224304065,0.224304065,0.277039754,0.27234647,0.243790671,0.27952553,0.224304065,0.227162147,0.224304065,0.224304065,0.257400322,0.224304065,0.224304065,0.224304065,0.226482466,0.28191992,0.25039764,0.262235835,0.258077633,0.300332171,0.304215175,0.274573076,0.257774386,0.245631975,0.235924241,0.25178172,0.252226412,0.239485183,0.300639176,0.316902477,0.251173615,0.257282615,0.315797144,0.299692219,0.236026481,0.227563909,0.279786378,0.318345386,0.232867014,0.319121206,0.232836485,0.230016476,0.236832982
200,event_structure-is-dynamic,semantics,event structure,token(s) classification,1,event_structure-is-dynamic,0.411488682,0.426871383,0.417402989,0.389376974,0.415240204,0.389222974,0.354568303,0.354568303,0.414262265,0.426473904,0.403274965,0.363663089,0.383407617,0.429504305,0.354568303,0.354568303,0.47257095,0.443621016,0.429406935,0.44511205,0.379428011,0.40188421,0.395375878,0.372364186,0.430001563,0.363275743,0.387079591,0.3700225,0.404893887,0.444708234,0.442158628,0.47633903,0.447959191,0.461495763,0.476574451,0.447795838,0.37245416,0.375285572,0.374839252,0.453118175,0.465739423,0.416443354,0.474989682,0.467005622,0.379720241,0.385117191,0.472232354,0.461655509,0.388512323,0.41348294,0.433332145,0.469254881,0.379957467,0.466466856,0.3978576,0.359864438,0.364458501
211,event_structure-is-telic,semantics,event structure,token(s) classification,1,event_structure-is-telic,0.466473222,0.470381528,0.465978032,0.465868658,0.465996236,0.465996236,0.465996236,0.465996236,0.465996236,0.465996236,0.466512126,0.465996236,0.465978032,0.465996236,0.465996236,0.465996236,0.465996236,0.465996236,0.465996236,0.467836416,0.465996236,0.465996236,0.465996236,0.465996236,0.465996236,0.465996236,0.465996236,0.465996236,0.465267122,0.465358347,0.465996236,0.467028016,0.466362673,0.465996236,0.465996236,0.465923375,0.465795857,0.465978032,0.465941602,0.465996236,0.465959823,0.465996236,0.465996236,0.465996236,0.466927069,0.465996236,0.465996236,0.465996236,0.465996236,0.466325039,0.465832335,0.465996236,0.467379665,0.465996236,0.468471533,0.467115909,0.472000802
180,factuality,semantics,factuality,token(s) pair classification,1,factuality,0.527740157,0.532096303,0.532002151,0.519768012,0.532101893,0.534557962,0.276953518,0.276953518,0.52311089,0.527001047,0.466504335,0.326681131,0.530703628,0.527116191,0.276953518,0.249440107,0.517802072,0.521146858,0.513376069,0.544951212,0.53822664,0.536891735,0.53369832,0.524854624,0.534971106,0.521450031,0.535427833,0.535417736,0.534958589,0.536724949,0.536542475,0.518170023,0.531660712,0.523742771,0.527944839,0.527060902,0.526940715,0.516123986,0.523362839,0.531855011,0.514916682,0.527710748,0.446792591,0.454809594,0.386281031,0.390269393,0.52358681,0.523281109,0.400994653,0.338978148,0.514553452,0.501437664,0.320494252,0.534334719,0.525846815,0.39501397,0.392335677
9,flesch,syntax,readability,sentence classification,1,flesch,0.204574573,0.264357687,-0.067129438,0.361017522,0.223519424,0.282201076,0.332912695,0.409001681,0.128697011,0.353091732,0.309380686,0.445052403,0.440605037,0.395033777,0.375484109,0.270730987,0.699024045,0.65246402,0.694790828,0.678153604,0.839095026,0.641148426,0.740468156,0.735637176,0.643812197,0.728431666,0.74084425,0.871135533,0.489329052,0.948133841,0.585937947,0.697402287,0.670387924,0.536360353,0.548066354,0.332075083,0.271482226,0.291079414,0.324566746,0.712330312,0.695542753,0.703843832,0.53568134,0.445408857,0.282634905,0.242373735,0.379435173,0.451123554,0.2390763,0.179359069,0.258221143,0.389106408,0.163819584,0.366718775,0.672458488,0.509726447,0.470504147
11,fuse-negation-span-classify,reasoning,negation,token(s) classification,1,fuse-negation-span-classify,0.971013236,0.971505821,0.978663313,0.759910917,0.967760229,0.963127875,0.474576265,0.474576265,0.961519909,0.965575671,0.868189913,0.474576265,0.974395335,0.966996598,0.474576265,0.474576265,0.990564001,0.961011267,0.965824413,0.981647766,0.968157315,0.979119587,0.973695815,0.977857113,0.983840084,0.975078964,0.976864946,0.972971046,0.983465564,0.987412596,0.981586885,0.771009457,0.983985722,0.967633927,0.979350138,0.980782068,0.977096581,0.962899339,0.963758183,0.979770529,0.968490016,0.983761609,0.474576265,0.474576265,0.474576265,0.474576265,0.979996407,0.978892672,0.474576265,0.474576265,0.964347267,0.982028532,0.474504972,0.982753539,0.969900703,0.965260863,0.933674192
195,fuse-negation-span-correspondence,reasoning,negation,token(s) pair classification,1,fuse-negation-span-correspondence,0.358657807,0.326418239,0.344019485,0.300609088,0.280757692,0.279965824,0.309209204,0.347803003,0.333687678,0.345785999,0.391594195,0.360943002,0.275616699,0.299901915,0.323939872,0.323939872,0.389219564,0.389503616,0.399935716,0.288631582,0.354729933,0.342984158,0.412228423,0.3417557,0.275941885,0.394903117,0.378431654,0.382168776,0.331796694,0.287662202,0.280656028,0.350977695,0.372798115,0.286507097,0.305340677,0.268669185,0.306098539,0.335439426,0.348140919,0.368096703,0.46005066,0.328425902,0.285025626,0.294726574,0.342135942,0.378667432,0.283830601,0.272672302,0.40411064,0.415820438,0.285167062,0.251417068,0.354522735,0.272553271,0.308611131,0.453952742,0.33877925
141,fuse-org-negation,reasoning,negation,sentence classification,1,fuse-org-negation,0.893408155,0.88411516,0.885199761,0.884919906,0.883834875,0.891230583,0.430638993,0.430638993,0.88454845,0.888557971,0.787612253,0.515712106,0.892836046,0.8936759,0.430690813,0.430664903,0.878004241,0.838574505,0.872044897,0.876604319,0.828093708,0.85498637,0.849708843,0.831598473,0.869642913,0.829440784,0.850289154,0.806549513,0.848178077,0.864157522,0.872022009,0.778571516,0.889525473,0.890875256,0.891140711,0.89821862,0.897909677,0.881785035,0.889078844,0.882511985,0.867580986,0.844901288,0.89388355,0.89510932,0.903588636,0.901266706,0.893249118,0.900599718,0.892837238,0.892532504,0.872939694,0.893190122,0.891808975,0.889523983,0.817354774,0.543241823,0.534820914
199,gum-rst-edu-count,discourse,rethorical structure theory,token(s) classification,1,gum-rst-edu-count,0.005971368,0.006231422,0.019786006,0.011832649,0.010687744,0.002784385,0.023677718,0.019703725,0.011952254,0.008454958,0.006679796,0.013418945,0.00021973,0.01181253,0.000855217,0.018407258,0.049011429,0.042960434,0.078950737,0.06808792,0.126228428,0.09062333,0.118557762,0.017794534,0.095917839,0.021989953,0.120969877,0.145689265,0.100624348,0.129706322,0.103645402,0.021204429,0.033256045,0.002173487,0.012557068,0.010310716,-0.000666769,0.001838341,0.011712696,0.055645763,0.059513406,0.063991828,-0.010371961,-0.00139067,0.005444885,0.017878861,0.009208897,0.002532931,0.018755092,0.018158471,0.004410411,0.008598712,0.017162109,0.01312323,0.12070678,0.023710781,0.002513537
167,gum-rst-edu-depth,discourse,rethorical structure theory,token(s) classification,1,gum-rst-edu-depth,0.078457008,0.057840214,0.064770364,0.05812218,0.03166149,0.037172084,0.046007733,0.053921211,0.077013591,0.061517151,0.055887729,0.034517168,0.037528327,0.080276696,0.019607689,0.048489406,0.214426666,0.192668292,0.261129487,0.281038499,0.321978664,0.295310754,0.307689548,0.074970228,0.275051242,0.077079616,0.310305536,0.349255639,0.312666178,0.288728255,0.306373376,0.093989187,0.130077824,0.062331779,0.039135656,0.045762795,0.030783679,0.031313538,0.045269606,0.194429243,0.234487084,0.27965751,0.002790105,-0.000787328,0.025330785,0.03634326,0.049316431,0.059892264,0.006857141,0.008607316,0.02973897,0.039612019,0.013531229,0.057831426,0.302093339,0.04456821,0.043683617
178,gum-rst-edu-distance,discourse,rethorical structure theory,token(s) pair classification,1,gum-rst-edu-distance,0.092397238,0.093052392,0.07272994,0.050404095,0.085385701,0.039926179,0.100316512,0.143651882,0.066433385,0.093685351,0.13793793,0.114005348,0.048026133,0.073869325,0.085868422,0.101213272,0.222592455,0.227003288,0.231675658,0.268963891,0.279219669,0.270509768,0.282293862,0.032806776,0.27899465,0.0225443,0.271570104,0.275103056,0.272609603,0.275114989,0.271902001,0.10693012,0.21478326,0.073863639,0.037290102,0.053771602,0.047976874,0.057785917,0.067793181,0.158528391,0.182317254,0.247957176,0.042087217,0.04944812,0.068911689,0.04761245,0.026284676,0.067652359,0.0420014,0.00761226,0.03905548,0.05939133,0.016867058,0.055001949,0.270588988,0.122776778,0.126261121
187,gum-rst-edu-relation,discourse,rethorical structure theory,token(s) pair classification,1,gum-rst-edu-relation,0.111168736,0.107669689,0.10445669,0.090124796,0.093046828,0.100821091,0.008699079,0.007998778,0.10813978,0.108734371,0.077714821,0.04223894,0.103587699,0.122372948,0.008699079,0.00661939,0.123912145,0.155016753,0.16573377,0.258353853,0.143836939,0.194477317,0.149149105,0.015307085,0.261026967,0.018337318,0.172610134,0.167567956,0.199593195,0.270943016,0.251084137,0.094838676,0.16617021,0.138167045,0.139814033,0.145263657,0.120905791,0.099451737,0.108869663,0.129014716,0.163629901,0.104125285,0.036791588,0.034849882,0.127266319,0.12664271,0.120946118,0.150026286,0.019929129,0.020693748,0.123004612,0.13656598,0.021142453,0.153338474,0.239127356,0.122916873,0.101633579
179,gum-rst-edu-relation-group,discourse,rethorical structure theory,token(s) pair classification,1,gum-rst-edu-relation-group,0.188058031,0.12087992,0.116493438,0.088383484,0.122024337,0.136521465,0.027041946,0.027041946,0.128565328,0.125072651,0.096398056,0.058188059,0.114827394,0.129993455,0.027041946,0.027041946,0.213937217,0.169904742,0.248742563,0.343059629,0.201021522,0.237168059,0.225510878,,0.356200218,0.054348178,0.190825278,0.203891757,0.240041617,0.361989456,0.357879549,0.128303273,0.243312484,0.187308159,0.16332054,0.192475602,0.165941417,0.163694978,0.137501541,0.165796831,0.268539643,0.117235896,0.053576794,0.052100372,,,0.17365378,0.178448525,0.044011375,0.035209189,0.18076916,0.198639196,0.037581432,0.182454792,0.313031352,0.147234136,0.131162536
188,gum-rst-edu-successively,discourse,rethorical structure theory,token(s) pair classification,1,gum-rst-edu-successively,0.563682938,0.576512325,0.516567498,0.531958652,0.527960384,0.531513238,0.333333343,0.333333343,0.568319893,0.573163652,0.538252521,0.412768781,0.536995494,0.532936931,0.333333343,0.333333343,0.510430467,0.507599974,0.512090206,0.511591303,0.519417489,0.520757937,0.518457496,0.519130427,0.515737844,0.464718306,0.514736772,0.518705904,0.518331587,0.515098655,0.516107631,0.508208776,0.508567297,0.615274823,0.573927069,0.600022686,0.54154653,0.597890413,0.548583007,0.510495925,0.509270096,0.508890212,0.610501647,0.610112631,0.551272845,0.537289411,0.567636561,0.57229054,0.580533171,0.605295432,0.531237161,0.602504241,0.597706187,0.59566381,0.51984446,0.508632207,0.510178018
150,gum-rst-edu-type,discourse,rethorical structure theory,token(s) classification,1,gum-rst-edu-type,0.729971409,0.71438539,0.728820765,0.727142692,0.725587666,0.72897774,0.367847949,0.353244793,0.725250673,0.717323267,0.70053035,0.701679814,0.73880434,0.730224383,0.367847949,0.367847949,0.761166322,0.753109288,0.776786113,0.79148674,0.769617426,0.776458704,0.77046423,0.515457952,0.787084746,0.542629594,0.775098765,0.780401456,0.784478998,0.796911645,0.797549093,0.723418629,0.724870455,0.723780906,0.731373441,0.729253995,0.730923355,0.703562093,0.718342674,0.76265986,0.766468275,0.760972261,0.505099833,0.512184411,0.72139554,0.73126148,0.723122668,0.721742833,0.435542041,0.417427784,0.704649711,0.72798928,0.41320188,0.726608559,0.787206483,0.578116369,0.56183207
143,metaphor-lcc,semantics,metaphor,token(s) classification,1,metaphor-lcc,0.837424898,0.824183249,0.829971588,0.833166397,0.848888099,0.848448813,0.333333343,0.487914433,0.842720819,0.838889289,0.814353859,0.808389163,0.847186673,0.847033572,0.333333343,0.333333343,0.843598843,0.841487713,0.834902489,0.893968165,0.869008017,0.885798931,0.85981009,0.841129005,0.89235158,0.845090175,0.866014588,0.868832707,0.880090642,0.891801846,0.888460279,0.816819179,0.824217558,0.852459979,0.854908895,0.849638975,0.84596014,0.839898217,0.843197346,0.845759237,0.834643924,0.844013858,0.671618998,0.674332678,0.656667304,0.660120785,0.846766865,0.846287179,0.648966551,0.651152897,0.839408553,0.839400864,0.66285398,0.843495809,0.874438572,0.783030772,0.762535954
181,metaphor-trofi,semantics,metaphor,token(s) classification,1,metaphor-trofi,0.6706815,0.673371565,0.669595122,0.670395005,0.677296901,0.664722204,0.379387558,0.428682429,0.66580106,0.680012614,0.668435168,0.671187294,0.669668078,0.668149424,0.333333343,0.333333343,0.669523227,0.667421734,0.660103595,0.675975823,0.677384233,0.68462131,0.680233645,0.66112206,0.686214781,0.672527063,0.678713477,0.662932086,0.684472871,0.686951208,0.673456955,0.6768911,0.675343812,0.6733531,0.688813484,0.683801639,0.671310031,0.674197793,0.666273427,0.671875131,0.670535421,0.678973997,0.575866497,0.560157681,0.533304298,0.537033653,0.677805352,0.670246375,0.532197475,0.535167658,0.67356267,0.673879707,0.551176548,0.671151364,0.67749908,0.678301096,0.675612831
153,metaphor-vua_pos,semantics,metaphor,token(s) classification,1,metaphor-vua_pos,0.783913791,0.773812258,0.769852316,0.776536596,0.790633976,0.7851735,0.333333343,0.389207411,0.784675145,0.784066534,0.748663223,0.756352711,0.787371016,0.789235246,0.333333343,0.333333343,0.774677205,0.769706488,0.758816874,0.837389314,0.802627087,0.828024971,0.794332647,0.781826293,0.84324466,0.778689017,0.79584012,0.804099858,0.821245885,0.832765162,0.827510428,0.764739954,0.75707469,0.7938905,0.800282335,0.787361252,0.7888116,0.776672935,0.781044495,0.778531444,0.760574436,0.783573818,0.616040206,0.622964466,0.578640413,0.591501689,0.789302683,0.791923881,0.59190401,0.579721451,0.768531251,0.778492475,0.596021461,0.790319657,0.799519026,0.703772724,0.667900538
165,metaphor-vua_verb,semantics,metaphor,token(s) classification,1,metaphor-vua_verb,0.752861834,0.747441649,0.745870507,0.746505344,0.762627041,0.762231529,0.333333343,0.397466567,0.752092838,0.749635625,0.726445889,0.718100464,0.759649169,0.763614357,0.333333343,0.333333343,0.757083178,0.736589754,0.756701028,0.809215915,0.777163053,0.788555646,0.756762493,0.743915939,0.808387256,0.736521971,0.766872036,0.780410242,0.783752751,0.810173273,0.799726415,0.731923318,0.749439514,0.757366657,0.760760593,0.754210365,0.758531916,0.737915111,0.745730078,0.764722955,0.75427891,0.772384059,0.629868472,0.631013532,0.613141441,0.608965206,0.753632426,0.755271697,0.611804497,0.602109981,0.743849635,0.746849406,0.62475667,0.753953278,0.773431718,0.680032957,0.668747628
1,ner,semantics,named entity labeling,token(s) classification,1,ner,0.839006627,0.807172692,0.721893871,0.717399752,0.853416705,0.838596702,0.079869775,0.099989313,0.74500829,0.728278446,0.693232012,0.630763435,0.813557851,0.861806357,0.025496766,0.016512104,0.795213044,0.774951249,0.536031306,0.914188433,0.848935378,0.912836814,0.887734663,0.789035058,0.911423826,0.793187833,0.894162929,0.893801713,0.916184843,0.918219018,0.914876187,0.653655517,0.84061377,0.850933552,0.864903116,0.865102613,0.851026404,0.799976277,0.776476645,0.898723888,0.490756893,0.809790564,0.346481723,0.31251443,0.228200471,0.238789818,0.840288901,0.852653861,0.184006903,0.168494135,0.854165673,0.799497128,0.168016431,0.864403653,0.845880699,0.690408778,0.703882682
17,next-sentence-prediction,discourse,next sentence prediction,sentence pair classification,1,next-sentence-prediction,0.428571433,0.42899552,0.428571433,0.428571433,0.429492825,0.451146834,0.428571433,0.428571433,0.428571433,0.428571433,0.42899552,0.428571433,0.429232043,0.449465352,0.428571433,0.428571433,0.724840057,0.678229868,0.696069431,0.974571013,0.899609375,0.948024726,0.82203058,0.698491275,0.975701427,0.683520281,0.855559456,0.901560795,0.941968799,0.968424451,0.974341297,0.428571433,0.746848989,0.75627203,0.751506269,0.840859413,0.452548409,0.434112674,0.428571433,0.718803799,0.798231351,0.718593812,0.727028,0.725985086,0.661325657,0.732750943,0.781894076,0.759051442,0.429437047,0.428571433,0.429799354,0.62084381,0.428969103,0.752996695,0.961264729,0.430455697,0.43040548
145,olmpics-antonym_synonym_negation,reasoning,antonym negation,sentence classification,1,olmpics-antonym_synonym_negation,0.704598296,0.689241207,0.732546329,0.717226517,0.806455982,0.77170462,0.333333343,0.390332592,0.718855631,0.747324908,0.715692997,0.667978907,0.719694448,0.77543124,0.333333343,0.333333343,0.651726037,0.668341827,0.747471583,0.864258373,0.809072363,0.845027554,0.742370892,0.662654948,0.878483987,0.692234198,0.779756665,0.778382629,0.773562336,0.857110453,0.844456363,0.670431042,0.675552464,0.775793254,0.764039993,0.792660058,0.780843472,0.756252563,0.704083288,0.675532365,0.878428292,0.69578073,0.799896586,0.790343642,0.73944211,0.729182768,0.816435671,0.79954927,0.65466854,0.498697191,0.806673551,0.740352893,0.476100439,0.794848633,0.817503154,0.467147434,0.4919864
208,olmpics-coffee_cats_quantifiers,reasoning,always never,sentence classification,1,olmpics-coffee_cats_quantifiers,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.469811988,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.462018168,0.444444478,0.469811988,0.462018168,0.444444478,0.444444478,0.444444478,0.462018168,0.469811988,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.469811988,0.444444478,0.444444478,0.444444478,0.444444478,0.444444478,0.456441897
207,olmpics-composition_v2,reasoning,encyclopedic composition,sentence classification,1,olmpics-composition_v2,0.356097579,0.400000006,0.400000006,0.434329498,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.403517997,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.403517997,0.400000006,0.400000006,0.403517997,0.403517997,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.403517997,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.407035989,0.400000006
23,olmpics-compositional_comparison,reasoning,multi-hop composition,sentence classification,1,olmpics-compositional_comparison,0.400000006,0.407801276,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.778895545,0.400000006,0.400000006,0.400000006,0.400000006,0.759358287,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.847818631,0.539303738,1,0.677560031,0.400000006,0.400000006,0.400000006,0.524671912,0.400000006,0.861637503,0.853367907,0.997904897,0.995044935,0.724147415,0.973220348,0.400000006,0.400000006,0.572253191,0.442857146,0.400000006,0.77162044,0.400000006,0.400000006,0.400000006
209,olmpics-conjunction_filt4,reasoning,property conjunction,sentence classification,1,olmpics-conjunction_filt4,0.400000006,0.400000006,0.411818194,0.400000006,0.400000006,0.409978685,0.400000006,0.400000006,0.403068787,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.403068787,0.400000006,0.400000006,0.405732417,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.413340682,0.405732417,0.400000006,0.400000006,0.405030496,0.414658129,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.403068787,0.400000006,0.413781202,0.418113458
163,olmpics-hypernym_conjunction,reasoning,taxonomy conjunction,sentence classification,1,olmpics-hypernym_conjunction,0.400000006,0.400000006,0.403838438,0.40065974,0.40572353,0.401034495,0.400000006,0.400000006,0.400000006,0.400618011,0.400000006,0.400000006,0.400000006,0.41040169,0.400000006,0.400000006,0.53394773,0.627942181,0.543661678,0.719087815,0.50220437,0.669732237,0.517147589,0.406888014,0.703260458,0.400000006,0.438097697,0.400000006,0.610042119,0.640822196,0.660377049,0.486150932,0.593694127,0.710931551,0.634441066,0.664361989,0.400399327,0.434307277,0.426571161,0.587615347,0.64398663,0.572691321,0.676122129,0.683607864,0.420944983,0.421195388,0.675500083,0.691034222,0.400000006,0.400000006,0.422396189,0.65836885,0.400000006,0.609557498,0.592619503,0.520113719,0.572495019
3,olmpics-number_comparison_age_compare_masked,reasoning,age comparison ,sentence classification,1,olmpics-number_comparison_age_compare_masked,0.523310047,0.556199509,0.582553767,0.577836072,0.772984254,0.831533611,0.333333343,0.333333343,0.829730999,0.682304424,0.375928074,0.438987905,0.679434901,0.676176035,0.333333343,0.369146192,0.403406519,0.425299186,0.867861342,1,0.947821581,1,0.670145631,0.450473917,1,0.37728104,0.432995844,0.756502533,0.983997977,0.997999787,0.89537518,0.354985768,0.435213536,1,0.969972968,0.989997756,0.991999185,0.989996576,0.90394274,0.534994358,1,0.477633923,1,0.995998394,0.994999468,0.989997756,0.985988975,0.997999787,1,0.991996789,0.967975175,0.977960503,1,0.989990997,0.979991972,0.465603095,0.455891377
37,olmpics-size_comparison,reasoning,object comparision,sentence classification,1,olmpics-size_comparison,0.539436179,0.482327545,0.542242748,0.567488074,0.815536165,0.795560098,0.333333343,0.348385668,0.697614586,0.725756967,0.453950167,0.494885755,0.75604192,0.759156668,0.3550188,0.333333343,0.451858896,0.479538161,0.551109958,0.97843082,0.854490805,0.919483781,0.49398061,0.464068913,0.950937986,0.417741722,0.469011927,0.603993034,0.81532923,0.835194528,0.735071898,0.456331366,0.436919016,0.834612989,0.8038908,0.822156644,0.807643104,0.815528369,0.763417804,0.474836564,0.860490131,0.453008604,0.824951792,0.826777828,0.840801537,0.844349527,0.838289058,0.830212176,0.678125356,0.487489879,0.791305709,0.800252891,0.5815624,0.84691838,0.860325229,0.464771861,0.501531649
126,ordering,discourse,sentence order,token(s) classification,1,ordering,0.753648174,0.776995754,0.760981894,0.775922728,0.785235536,0.803146526,0.588923693,0.616164589,0.76168052,0.740397453,0.76313554,0.769695401,0.732673335,0.734847105,0.596891308,0.534011006,0.914474976,0.905769205,0.861305833,0.956903195,0.939613867,0.949560094,0.936327708,0.913901973,0.961621237,0.930088603,0.934031212,0.935909879,0.944793677,0.958194327,0.948129213,0.848765564,0.916737914,0.840673172,0.831231093,0.760740232,0.737555981,0.770530596,0.773244596,0.821451342,0.802902599,0.94466964,0.809059954,0.809525609,0.755811691,0.736662376,0.843634176,0.816363096,0.576053765,0.580856514,0.695992649,0.821861362,0.569826847,0.817186022,0.938164198,0.241879943,0.222577929
182,passive,semantics,passive,sentence classification,1,passive,0.907604897,0.908738256,0.89532913,0.903576836,0.916470861,0.91703465,0.77572304,0.779919469,0.903847182,0.899255371,0.877875817,0.87488476,0.912682223,0.914675117,0.69480682,0.333333343,0.903517747,0.877005756,0.901061106,0.925575113,0.895876002,0.9071684,0.89998343,0.906229758,0.925521719,0.894007289,0.894229865,0.889357853,0.905780339,0.922314024,0.923976731,0.888049316,0.902505374,0.914824283,0.918288732,0.92162081,0.91861459,0.905396533,0.904262769,0.898346925,0.871984696,0.89436512,0.912748146,0.914303064,0.916960835,0.915489829,0.915020812,0.91862824,0.9078637,0.907200825,0.908243835,0.912785304,0.905288386,0.913038385,0.88994453,0.818865061,0.791409802
5,pos,syntax,part-of-speech,token(s) classification,1,pos,0.605950248,0.562410784,0.604866892,0.513358939,0.652040005,0.663436544,0.012869849,0.023845233,0.575113392,0.578566504,0.490625715,0.383244687,0.645421485,0.666916227,0.020705806,0.011223081,0.627484858,0.496411681,0.681308925,0.742025709,0.68525753,0.707916403,0.6845505,0.686026299,0.700710487,0.721851039,0.666379213,0.657570374,0.675770628,0.704483593,0.712942171,0.583364642,0.631173444,0.681000912,0.677826965,0.71370219,0.70694235,0.663437283,0.639356947,0.539559746,0.59351033,0.620398939,0.118451907,0.10863428,0.112149476,0.117034048,0.620254219,0.668685198,0.072240487,0.062819365,0.676131761,0.559071851,0.06684754,0.639697397,0.666850173,0.308394331,0.274180686
