,probing dataset,linguistic subfield,linguistic phenomena,probe type,train portion,probe,EleutherAI/pythia-1b,EleutherAI/pythia-1b-deduped,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b-deduped,EleutherAI/pythia-12b,EleutherAI/pythia-12b-deduped,EleutherAI/pythia-2.8b,EleutherAI/pythia-2.8b-deduped,EleutherAI/pythia-410m,EleutherAI/pythia-410m-deduped,EleutherAI/pythia-6.9b,EleutherAI/pythia-6.9b-deduped,albert-base-v2,bert-base-uncased,google/electra-base-discriminator,google/t5-xxl-lm-adapt,gpt2,facebook/bart-base,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-hf,microsoft/deberta-base,microsoft/deberta-v3-base,roberta-base,EleutherAI/pythia-160m,EleutherAI/pythia-160m-deduped,EleutherAI/pythia-70m,EleutherAI/pythia-70m-deduped,google/flan-t5-xxl,google/flan-t5-large,google/flan-t5-xl,google/flan-t5-base,google/flan-t5-small,google/flan-ul2,google/t5-small-lm-adapt,google/t5-base-lm-adapt,google/t5-large-lm-adapt,google/t5-xl-lm-adapt,google/ul2,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-hf,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-hf,allenai/tulu-2-dpo-13b,allenai/tulu-2-13b,allenai/tulu-2-70b,allenai/tulu-2-dpo-70b,microsoft/Orca-2-13b,lmsys/vicuna-13b-v1.5,mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-v0.1,databricks/dolly-v2-12b,WizardLM/WizardLM-13B-V1.2,ibm/merlinite-7b,ibm/labradorite-13b,allenai/tk-instruct-11b-def,sentence-transformers/average_word_embeddings_glove.840B.300d,sentence-transformers/average_word_embeddings_glove.6B.300d
15,blimp-coordinate_structure_constraint_complex_left_branch,syntax,island effects,sentence classification,0.5,blimp-coordinate_structure_constraint_complex_left_branch,0.980997014,0.989499116,0.991999447,0.991499698,0.996999931,0.994999886,0.994499993,0.99249984,0.988999379,0.991999888,0.994999909,0.994999933,0.985997808,0.984999752,0.983999729,0.991999912,0.989999664,0.994999862,0.99349978,0.987998235,0.9924999,0.987499738,0.953992105,0.364035386,0.335536504,0.363006711,0.360635161,0.987499297,0.940986061,0.970492077,0.957420909,0.898475063,0.983499265,0.862600839,0.936952901,0.881445646,0.946492767,0.969993269,0.998499966,0.990499592,0.995999956,0.994999957,0.997999954,0.998499966,0.997999954,0.99599998,0.994499946,0.995499992,0.997499943,0.994999814,0.997999954,0.995999956,0.99649992,0.982498908,0.993999839,0.996999955,0.884601724,0.498900622,0.498847717
16,blimp-coordinate_structure_constraint_object_extraction,syntax,island effects,sentence classification,0.5,blimp-coordinate_structure_constraint_object_extraction,0.976994467,0.982999635,0.97946527,0.98049829,0.97949729,0.984492052,0.984497094,0.974489176,0.975997376,0.972496951,0.98549974,0.981499326,0.940471184,0.953478909,0.970487428,0.973998988,0.965999222,0.983499551,0.986999273,0.98249619,0.957495964,0.958458626,0.915927589,0.336973232,0.333333343,0.333333343,0.333333343,0.975488603,0.83028847,0.943949652,0.947868252,0.932441807,0.939935541,0.932824051,0.941412151,0.861861289,0.945961905,0.939939237,0.986498606,0.978487182,0.970996273,0.972997367,0.986999154,0.983995295,0.973980868,0.984998655,0.990999246,0.983998883,0.986499476,0.97948705,0.977996957,0.986999667,0.980499554,0.983998179,0.984999013,0.980996907,0.927797294,0.496686894,0.497547919
17,blimp-determiner_noun_agreement_1,morphology,determiner noun agreement,sentence classification,0.5,blimp-determiner_noun_agreement_1,0.919469464,0.915465248,0.925723386,0.919981575,0.950493789,0.946492875,0.934444332,0.931979692,0.850522065,0.851260388,0.936903179,0.942495,0.897484672,0.860901165,0.982996881,0.967499518,0.803307462,0.965993261,0.893982625,0.899478614,0.877899428,0.994499898,0.861938,0.366135883,0.333333343,0.333333343,0.333333343,0.983499122,0.879452074,0.976499915,0.861202359,0.633156765,0.956488228,0.733654058,0.84760772,0.882964933,0.896387088,0.887456191,0.921983993,0.894437671,0.863963234,0.86439482,0.894456923,0.902481282,0.918481362,0.912990117,0.90458105,0.92544502,0.935478175,0.915982139,0.901944661,0.908449316,0.948492682,0.874928737,0.901459503,0.930478311,0.895315444,0.52391631,0.499895012
18,blimp-determiner_noun_agreement_2,morphology,determiner noun agreement,sentence classification,0.5,blimp-determiner_noun_agreement_2,0.876429117,0.886317849,0.905985355,0.890462863,0.948495674,0.943493974,0.923966861,0.912917912,0.817961693,0.843863988,0.924476814,0.934969366,0.891506362,0.873429644,0.977498364,0.938936949,0.825246191,0.952495468,0.881539929,0.877357757,0.88082639,0.981492472,0.838793188,0.333333343,0.368290567,0.347843695,0.333333343,0.956477535,0.883406389,0.924988461,0.871374655,0.655854142,0.940992308,0.755720174,0.835903382,0.842174721,0.883409405,0.868238986,0.91994673,0.846888018,0.851249206,0.85443337,0.888390994,0.90049566,0.903471577,0.901935196,0.894479215,0.924467969,0.897380388,0.880440426,0.878234959,0.868311155,0.946485484,0.885966539,0.895401061,0.912468255,0.842224276,0.498124355,0.498231125
19,blimp-determiner_noun_agreement_irregular_1,morphology,determiner noun agreement,sentence classification,0.5,blimp-determiner_noun_agreement_irregular_1,0.872249556,0.876479208,0.857838285,0.865438545,0.874956501,0.89424938,0.878445196,0.860815036,0.825369883,0.806655872,0.893959069,0.882938683,0.789816701,0.839910054,0.882717156,0.881360245,0.772730136,0.845926023,0.827819264,0.83465451,0.772080958,0.915946031,0.757337427,0.333333343,0.333333343,0.335909265,0.333333343,0.897486162,0.80255425,0.853152919,0.729308891,0.611356413,0.878246415,0.653173232,0.760905039,0.734176242,0.766756654,0.769985402,0.848946083,0.831751907,0.802458024,0.805866563,0.829980493,0.84346801,0.835789311,0.848229706,0.827749729,0.851131296,0.843763912,0.840884006,0.813218987,0.814410961,0.884434509,0.81330816,0.818519235,0.852412033,0.790263116,0.501052272,0.498072493
20,blimp-determiner_noun_agreement_irregular_2,morphology,determiner noun agreement,sentence classification,0.5,blimp-determiner_noun_agreement_irregular_2,0.912424743,0.919483769,0.888781273,0.902421629,0.907482803,0.91195581,0.906425631,0.903992546,0.824236035,0.827809858,0.934483838,0.921408737,0.843284607,0.843978119,0.941997695,0.897990417,0.807485425,0.919933987,0.884984338,0.860401881,0.841514909,0.969999409,0.838403736,0.333333343,0.333983558,0.352592897,0.333333343,0.925490499,0.843207514,0.89381032,0.803082228,0.678216147,0.921316266,0.722597086,0.803320801,0.836226308,0.834965503,0.866484892,0.914965379,0.861853254,0.867417121,0.842971277,0.843247235,0.853730631,0.879249167,0.874935627,0.873861206,0.903914893,0.85763191,0.878435957,0.837657213,0.844366837,0.906944346,0.85527733,0.86694628,0.910472214,0.856447911,0.49744736,0.495704389
21,blimp-determiner_noun_agreement_with_adj_2,morphology,determiner noun agreement,sentence classification,0.5,blimp-determiner_noun_agreement_with_adj_2,0.798772895,0.804289114,0.822964036,0.82548238,0.875365055,0.878347635,0.839996421,0.846439278,0.760322356,0.715138972,0.877460921,0.849923924,0.830938089,0.871979952,0.94299866,0.930465937,0.654941249,0.898877072,0.83039,0.833257461,0.879065311,0.962498283,0.819385874,0.353665739,0.342376822,0.333333343,0.359666675,0.95248698,0.830731606,0.895988488,0.824285901,0.601690233,0.949988341,0.650923216,0.804246783,0.811099076,0.892390621,0.845726609,0.876630807,0.837795866,0.791566193,0.814856422,0.821859896,0.82921418,0.84851284,0.84185071,0.837234414,0.887439013,0.869470155,0.858028865,0.824951982,0.833961284,0.870354462,0.818184471,0.82492131,0.849305964,0.820367527,0.49818635,0.499320692
22,blimp-determiner_noun_agreement_with_adj_irregular_1,morphology,determiner noun agreement,sentence classification,0.5,blimp-determiner_noun_agreement_with_adj_irregular_1,0.845090318,0.835952997,0.848395622,0.870950747,0.90547787,0.90599227,0.862623751,0.869218433,0.749489295,0.722952384,0.882897663,0.87362057,0.827262414,0.872549725,0.945493019,0.870848632,0.722406816,0.909461498,0.839924049,0.809821296,0.850995207,0.952499807,0.84115715,0.347040445,0.354144394,0.362236774,0.33311075,0.896340621,0.871883988,0.848262954,0.741098022,0.641103148,0.905413079,0.657339692,0.768688536,0.802200222,0.8156214,0.83949939,0.886471486,0.844467628,0.790860295,0.800388336,0.819988418,0.829174757,0.846049547,0.846973336,0.82094239,0.889909053,0.869958115,0.824011791,0.84493221,0.824244595,0.875442922,0.810539448,0.828738856,0.866346991,0.772866249,0.536163926,0.54114579
23,blimp-determiner_noun_agreement_with_adj_irregular_2,morphology,determiner noun agreement,sentence classification,0.5,blimp-determiner_noun_agreement_with_adj_irregular_2,0.807399046,0.778421867,0.828931451,0.845900917,0.872460699,0.869455183,0.822670364,0.834798014,0.719779372,0.695241797,0.843877351,0.853352225,0.793897837,0.832841885,0.925454831,0.868241274,0.645312297,0.876443028,0.808962691,0.793562424,0.827758062,0.923919773,0.805934167,0.333333343,0.337459874,0.348242086,0.3581213,0.901465428,0.818922353,0.841328967,0.735313118,0.555912817,0.886992562,0.590073681,0.763748753,0.814441514,0.807575631,0.841487479,0.877984905,0.818142474,0.76287142,0.764388084,0.797285104,0.815650153,0.843788183,0.835967338,0.790388,0.861967516,0.852224994,0.846823525,0.819820023,0.814813805,0.878964102,0.783032691,0.759002757,0.807609415,0.806312728,0.498463929,0.498694825
24,blimp-determiner_noun_agreement_with_adjective_1,morphology,determiner noun agreement,sentence classification,0.5,blimp-determiner_noun_agreement_with_adjective_1,0.852205908,0.858981097,0.880865514,0.848681167,0.90395577,0.905396163,0.901995671,0.901478696,0.793192339,0.816281831,0.904487634,0.891471159,0.86689533,0.878462446,0.950495648,0.897401035,0.735754025,0.913968015,0.846450865,0.844383371,0.884518802,0.965487707,0.843697894,0.333333343,0.357812452,0.333333343,0.348942959,0.950497067,0.850981236,0.932998455,0.821332824,0.634528315,0.930490613,0.689167178,0.816651475,0.80755986,0.835441852,0.851917851,0.893252659,0.842284489,0.837242162,0.847396433,0.847337377,0.839602435,0.862049592,0.857155025,0.847277796,0.890600765,0.880980361,0.875981522,0.834130037,0.819481206,0.885963309,0.839402366,0.847250044,0.877476609,0.820351303,0.502662134,0.489879328
25,blimp-distractor_agreement_relational_noun,morphology,subject-verb agreement,sentence classification,0.5,blimp-distractor_agreement_relational_noun,0.772736526,0.797752845,0.827463984,0.797115707,0.872873616,0.858965826,0.858705914,0.846816051,0.685932064,0.603486753,0.876450896,0.853455496,0.779767011,0.705231309,0.965485036,0.913826263,0.551906252,0.83912884,0.891466761,0.902495396,0.835798585,0.958499205,0.789324582,0.333333343,0.360280895,0.333333343,0.355290055,0.938498199,0.767018807,0.883492613,0.717441201,0.630155313,0.939410758,0.581562448,0.726626468,0.73678745,0.840659726,0.845928025,0.918474698,0.860475373,0.84237026,0.856941223,0.870480227,0.88594842,0.878472722,0.878398311,0.899406612,0.914937365,0.885404122,0.866805029,0.891420889,0.855549645,0.867432225,0.618187177,0.845889187,0.896478593,0.829484665,0.494628668,0.496382082
26,blimp-distractor_agreement_relative_clause,morphology,subject-verb agreement,sentence classification,0.5,blimp-distractor_agreement_relative_clause,0.647105229,0.643809617,0.661152768,0.654510415,0.697378504,0.712399638,0.684641373,0.691156983,0.580501807,0.536423302,0.710354245,0.722649157,0.783587325,0.686852145,0.862058377,0.855990934,0.525278133,0.8289814,0.712320006,0.747902596,0.810961437,0.883387291,0.788431847,0.347619057,0.343221426,0.333333343,0.333333343,0.845499015,0.728350019,0.768195093,0.678821909,0.55058434,0.794935358,0.570718229,0.69424634,0.710358787,0.785414231,0.748228669,0.747823989,0.735722315,0.666303074,0.678957093,0.721725667,0.731421232,0.729580367,0.719639134,0.737733555,0.772393703,0.665227306,0.696183848,0.711054623,0.578547508,0.739064598,0.61198622,0.502882767,0.726911783,0.714078403,0.501553833,0.489517856
27,blimp-drop_argument,syntax,argument structure,sentence classification,0.5,blimp-drop_argument,0.951988828,0.940986276,0.94193728,0.934974468,0.959993601,0.966463244,0.949982834,0.957491863,0.905838609,0.84715395,0.917290592,0.956245273,0.840993834,0.870327854,0.870384216,0.864475369,0.857872999,0.905949855,0.958988905,0.959996569,0.804864848,0.876943874,0.827620611,0.333333343,0.333333343,0.333333343,0.348409641,0.864368379,0.811672676,0.843295336,0.813307035,0.780594218,0.904416645,0.731806743,0.793815756,0.786960208,0.843991053,0.835858154,0.971494675,0.931991649,0.945449042,0.947482109,0.964494407,0.966489232,0.936464703,0.936465275,0.955487764,0.965997875,0.973497343,0.965482342,0.96099031,0.954970741,0.958983624,0.968483818,0.940947163,0.958493137,0.868489325,0.86846987,0.823828876
28,blimp-ellipsis_n_bar_1,syntax,ellipsis,sentence classification,0.5,blimp-ellipsis_n_bar_1,0.890457916,0.882975745,0.904481912,0.867355537,0.921964943,0.933956444,0.918958616,0.906478739,0.862877131,0.807404542,0.916432095,0.895903635,0.893533862,0.800969982,0.876461816,0.864448011,0.791542566,0.915942252,0.931487668,0.917473459,0.921460354,0.931997955,0.890970159,0.337280375,0.360842074,0.333333343,0.333333343,0.902997136,0.810090506,0.852327776,0.865491676,0.807458866,0.875440693,0.817538881,0.836858535,0.798376989,0.839812243,0.886293328,0.940488756,0.92843374,0.902434826,0.876704633,0.914972246,0.928476369,0.926467597,0.911373138,0.926990521,0.924968064,0.913281957,0.900424743,0.885900569,0.916950846,0.899343741,0.919957101,0.926934683,0.921469462,0.78299787,0.82014488,0.507788908
29,blimp-ellipsis_n_bar_2,syntax,ellipsis,sentence classification,0.5,blimp-ellipsis_n_bar_2,0.938996732,0.912406504,0.905448079,0.913429439,0.95048368,0.944975734,0.943483722,0.938480067,0.862379277,0.856395447,0.929975295,0.940489328,0.959987783,0.875912511,0.972499418,0.977999461,0.827807283,0.949959266,0.945454264,0.945486224,0.960997856,0.979999447,0.909991145,0.333333343,0.365603507,0.333333343,0.362770832,0.979999852,0.943992865,0.966497266,0.932939005,0.845977199,0.995000005,0.883934188,0.928999627,0.90642848,0.948498714,0.947984326,0.939484119,0.910995388,0.946989703,0.921409988,0.950960386,0.952449203,0.938485229,0.926821411,0.945465934,0.971983588,0.946181774,0.934483624,0.922948945,0.939981246,0.936452782,0.948486006,0.927990997,0.946980417,0.927397907,0.666432524,0.661995864
30,blimp-existential_there_object_raising,syntax,control / raising,sentence classification,0.5,blimp-existential_there_object_raising,0.979494131,0.966999018,0.955493617,0.963994503,0.965996099,0.955479825,0.959480262,0.955973709,0.944989967,0.93195194,0.97349745,0.969999874,0.84841311,0.898936093,0.898922133,0.898987067,0.959986067,0.960487878,0.958994138,0.965987062,0.89996295,0.865492702,0.812938035,0.333333343,0.333333343,0.338500619,0.333333343,0.927979386,0.857136822,0.885995507,0.867644954,0.805859292,0.909990144,0.795849311,0.849347937,0.777930188,0.885442424,0.865495574,0.967479837,0.965996945,0.965993583,0.939991307,0.969995761,0.969996691,0.971498883,0.968998682,0.981998289,0.959993637,0.979372993,0.952445507,0.961977398,0.964987636,0.957992244,0.951991963,0.963979161,0.9604931,0.764875436,0.833961308,0.794170976
31,blimp-existential_there_quantifiers_1,semantics,quantifiers,sentence classification,0.5,blimp-existential_there_quantifiers_1,0.999499989,0.999499989,0.996999598,0.996999931,0.996499825,0.996999955,0.998999977,0.997499776,0.992499244,0.994499564,0.998499966,0.995999742,0.974497366,0.977497768,0.993499875,0.95348928,0.990999556,0.981999183,0.998499966,0.994499826,0.988499784,0.985499156,0.962497324,0.333333343,0.339855224,0.333333343,0.333333343,0.976998723,0.961488569,0.963987029,0.962999773,0.933994138,0.972996044,0.8767398,0.931421912,0.934962273,0.966998267,0.92293638,0.998999977,0.997499943,0.995499921,0.995999813,0.998999977,0.999499989,0.996999931,1,0.999499989,1,0.998124957,0.996999931,0.996999931,0.997499943,0.998499966,1,0.997499943,0.998999977,0.918906212,0.498672277,0.499837416
32,blimp-existential_there_quantifiers_2,semantics,quantifiers,sentence classification,0.5,blimp-existential_there_quantifiers_2,0.999499989,0.998499966,1,1,1,1,0.999499989,1,1,1,1,1,0.996499896,0.986999393,0.996999955,1,0.998999977,1,0.999499989,1,1,0.992999482,0.998999977,0.344731104,0.404748297,0.402459413,0.335070413,0.998999977,0.975486934,0.996999955,0.995499969,0.993999863,1,0.986498272,0.991499817,0.99399991,0.998499966,0.999499989,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999499989,0.999499989,1,0.999499989,0.998999977,0.980490363,0.498927587
33,blimp-existential_there_subject_raising,syntax,control / raising,sentence classification,0.5,blimp-existential_there_subject_raising,0.978498042,0.974495888,0.97049638,0.966998339,0.975496984,0.97999903,0.96999774,0.971999443,0.97349931,0.962992764,0.973496354,0.972996783,0.863946235,0.865837204,0.90496738,0.798357379,0.9304672,0.943491876,0.972998857,0.958997977,0.901926327,0.924995685,0.898466611,0.333333343,0.333333343,0.333333343,0.333333343,0.86645236,0.884745097,0.859991872,0.884256959,0.824763083,0.893997812,0.804358768,0.864928186,0.775804031,0.861450851,0.849801588,0.975999725,0.952484655,0.963990569,0.961983383,0.965990782,0.969998848,0.959997332,0.960997653,0.948492765,0.966997731,0.981998575,0.980498195,0.976498425,0.968997431,0.975496984,0.957481146,0.969491625,0.96749543,0.796333516,0.794914079,0.784927487
34,blimp-expletive_it_object_raising,syntax,control / raising,sentence classification,0.5,blimp-expletive_it_object_raising,0.980495548,0.973480785,0.980498803,0.980496943,0.985998726,0.993499947,0.981997168,0.975487185,0.962488317,0.959982312,0.988499832,0.989999712,0.806922042,0.85404135,0.908324456,0.871361494,0.96698252,0.931410384,0.986498988,0.983497345,0.897392952,0.846442425,0.834118634,0.333333343,0.334780902,0.333333343,0.337216836,0.933989871,0.812603962,0.867649662,0.856265867,0.80375843,0.893484414,0.755672789,0.835419667,0.768919861,0.822906065,0.841915345,0.990499353,0.983499444,0.978497291,0.980998051,0.978499305,0.982999969,0.99199996,0.987999439,0.977498889,0.986998951,0.987915079,0.986999071,0.98549751,0.984997523,0.986496973,0.964978325,0.987499678,0.979997277,0.706292653,0.806966376,0.767655456
35,blimp-inchoative,syntax,argument structure,sentence classification,0.5,blimp-inchoative,0.936860576,0.928486669,0.930940795,0.929465961,0.955986857,0.975996089,0.937467575,0.954948485,0.915991461,0.910489285,0.95399673,0.964997303,0.863468039,0.89198401,0.86672833,0.870220602,0.927974057,0.939948142,0.957983482,0.955494654,0.853240764,0.854691589,0.810928333,0.333333343,0.333333343,0.365605551,0.339596975,0.900929344,0.871426678,0.86749953,0.865482211,0.820932424,0.904489088,0.833266699,0.863394904,0.874932981,0.853359294,0.849964786,0.964499044,0.939994383,0.952453911,0.92876296,0.953970671,0.953981054,0.949991012,0.947993946,0.950493622,0.957977581,0.955995941,0.944990742,0.941477132,0.939947927,0.94798876,0.964478624,0.940487039,0.955487347,0.859448993,0.788829923,0.811404657
36,blimp-intransitive,syntax,argument structure,sentence classification,0.5,blimp-intransitive,0.943446398,0.948972714,0.932350492,0.488907552,0.961998534,0.962485182,0.934472418,0.940980661,0.936478567,0.914833009,0.956472659,0.955447447,0.878464937,0.910488498,0.880462408,0.961998487,0.909984314,0.940489781,0.966491985,0.977497888,0.914412177,0.90890826,0.84642421,0.375811678,0.368794698,0.366171156,0.333333343,0.960998082,0.875717461,0.927488446,0.877448356,0.835951436,0.931478286,0.812047827,0.885344863,0.90145098,0.891976309,0.907488179,0.967495358,0.957484531,0.9509058,0.945985234,0.960473764,0.963492632,0.959997654,0.966494894,0.971494031,0.978495324,0.969991505,0.970485723,0.960495293,0.958983123,0.957489574,0.950489044,0.948940814,0.950483525,0.913988626,0.844440579,0.832380915
37,blimp-irregular_past_participle_adjectives,morphology,irregular forms,sentence classification,0.5,blimp-irregular_past_participle_adjectives,1,0.997999954,0.996999931,1,0.99749999,0.99499985,0.995998394,0.999499989,0.995499873,0.464345604,0.996499968,0.995999908,0.9134076,0.865976703,0.924469829,0.98599987,0.996499968,0.997999978,1,1,0.934449148,0.968492305,0.896419835,0.333333343,0.334836382,0.385745406,0.333333343,0.994499898,0.912348688,0.982994878,0.913981187,0.885098076,0.997499943,0.847849619,0.903907335,0.879722095,0.978499913,0.986499953,1,1,0.996499753,0.996499944,1,0.999499989,1,1,1,0.998124897,1,0.999499989,1,1,0.999499989,0.905411661,0.999000001,1,0.919418097,0.973999703,0.986999941
38,blimp-irregular_past_participle_verbs,morphology,irregular forms,sentence classification,0.5,blimp-irregular_past_participle_verbs,0.967994058,0.944959414,0.973998177,0.949487579,0.972494054,0.970495462,0.961483693,0.963316898,0.917388284,0.91193285,0.959492576,0.973490536,0.972496847,0.977996802,0.973491812,0.951489663,0.917974734,0.985999453,0.983998609,0.981999278,0.935464764,0.960481834,0.967479038,0.347662878,0.364398086,0.35011434,0.356392634,0.977488637,0.919695485,0.949395037,0.873225474,0.799943995,0.972479224,0.790654862,0.826411605,0.950910234,0.949478459,0.967496526,0.986497533,0.979494798,0.982998061,0.982498825,0.987999988,0.984999323,0.976490295,0.972987413,0.979998767,0.991999269,0.972497654,0.974997509,0.977988136,0.977997565,0.982493448,0.958457005,0.980995727,0.981498933,0.961979616,0.962483823,0.987998962
39,blimp-irregular_plural_subject_verb_agreement_1,morphology,subject-verb agreement,sentence classification,0.5,blimp-irregular_plural_subject_verb_agreement_1,0.837806439,0.843271708,0.842732966,0.843620789,0.896359336,0.890101516,0.880385554,0.885479093,0.775953281,0.680364263,0.913964272,0.898438609,0.819255853,0.7393852,0.919992733,0.884805155,0.598352802,0.882930064,0.914483976,0.899476314,0.82897886,0.910994422,0.809265697,0.333333343,0.357512617,0.362920588,0.339627731,0.900798607,0.734499514,0.850402725,0.736558807,0.688971817,0.865461457,0.654231346,0.758987212,0.718718207,0.846432841,0.824429011,0.912353802,0.900418127,0.897963166,0.881888711,0.899462914,0.906493545,0.897981024,0.90098989,0.873444331,0.931993604,0.916832238,0.890365493,0.911851203,0.887404108,0.890453649,0.732237196,0.855610299,0.914416468,0.745628452,0.502560804,0.503586602
40,blimp-irregular_plural_subject_verb_agreement_2,morphology,subject-verb agreement,sentence classification,0.5,blimp-irregular_plural_subject_verb_agreement_2,0.913700034,0.934986126,0.890900409,0.934977818,0.929482031,0.954475772,0.941941297,0.945484316,0.843709207,0.505862904,0.924945986,0.930470228,0.890919358,0.815604424,0.953328033,0.930489063,0.696405172,0.926474726,0.927971494,0.913961458,0.838457382,0.949495351,0.862069587,0.357967913,0.337459874,0.333333343,0.358890271,0.94849807,0.849962437,0.933981812,0.776624334,0.652076459,0.926498151,0.644982612,0.792427146,0.838840485,0.881769466,0.893487346,0.93297565,0.927475846,0.916952872,0.924943221,0.946995294,0.943988228,0.940988839,0.939481151,0.954491603,0.952496064,0.95798583,0.914446151,0.931454813,0.936491239,0.947487831,0.65933758,0.935445106,0.94549197,0.817068768,0.522288251,0.515599191
41,blimp-left_branch_island_echo_question,syntax,island effects,sentence classification,0.5,blimp-left_branch_island_echo_question,0.999499989,1,0.999000001,0.997499943,0.998999977,1,0.999499989,1,0.999499989,1,1,0.998499966,0.994499993,0.994499898,0.98899945,0.995499754,0.999499989,1,0.998499918,1,0.99649992,0.999499989,0.998499966,0.333333343,0.458405977,0.374629122,0.333333343,0.997499943,0.986499715,0.997999954,0.990499735,0.987499881,0.999499989,0.992499518,0.998999977,0.985497153,1,1,0.999499989,0.999499989,0.995499897,0.999000001,0.998999977,0.999499989,1,1,0.997999954,1,1,0.998999977,0.999499989,0.999499989,0.999499989,0.996999931,0.999499989,0.996499312,1,0.952392116,0.498070556
42,blimp-left_branch_island_simple_question,syntax,island effects,sentence classification,0.5,blimp-left_branch_island_simple_question,0.997499776,0.991499376,0.996499872,0.995499992,1,1,0.993999934,0.994999886,0.988999557,0.979999979,0.997499943,0.998499966,0.989499807,0.980499327,0.967484617,0.969499743,0.995499921,0.990999532,0.995999932,0.992499161,0.98599925,0.965498328,0.962482882,0.356363821,0.337459874,0.337237281,0.333333343,0.985000014,0.925457168,0.980497193,0.977999485,0.884308136,0.983997822,0.940486479,0.98049413,0.927454078,0.976499009,0.960494602,0.996499968,0.991999817,0.995999861,0.994499838,0.998499966,0.995499563,0.995499849,0.995499849,0.994999719,0.995999813,0.99649992,0.999499989,0.99449954,0.998999977,0.996999931,0.971498299,0.995999885,0.995499754,0.952993178,0.498078036,0.498118252
43,blimp-matrix_question_npi_licensor_present,semantics,negative polarity item licensing,sentence classification,0.5,blimp-matrix_question_npi_licensor_present,0.997499967,0.998499966,0.999499989,0.998999977,0.998499966,0.996499872,1,1,0.997499943,0.999499989,0.998499966,1,0.995499945,0.997999907,0.997499943,0.99649992,0.996499968,1,0.998499966,0.995499873,0.988998151,0.995499969,0.992999506,0.384507358,0.342961013,0.333333343,0.342140543,0.995999932,0.997499943,0.992499399,0.997499943,0.998999977,0.999499989,0.998499918,0.996499896,0.999499989,0.999499989,0.994999838,1,0.998499918,1,0.999499989,0.996499753,0.996999931,0.997499943,0.995999932,0.997499943,0.995499849,0.999285698,1,0.999499989,1,0.996999955,0.998499966,1,0.997499943,0.988999844,0.955920601,0.498733127
44,blimp-npi_present_1,semantics,negative polarity item licensing,sentence classification,0.5,blimp-npi_present_1,0.995999861,1,0.997999978,0.997999787,0.998499966,0.997999954,0.998999977,1,0.989999187,0.988997948,0.996499896,0.998499966,0.990499663,0.990499735,0.961995339,0.99649992,0.989499676,0.999499989,1,0.995999861,0.985832761,0.98949976,0.976492751,0.333333343,0.353741507,0.333333343,0.333333343,0.997499943,0.96447438,0.991999626,0.985997534,0.9649822,0.997499943,0.936390018,0.965487778,0.977499986,0.991499662,0.987998295,0.998499966,0.994499946,0.999000001,0.99499979,0.998124957,1,0.996499753,0.992998922,1,0.997499895,0.998000002,0.995999765,0.999499989,0.998499966,1,1,0.998999977,0.997499943,0.98899982,0.737761033,0.713783276
45,blimp-npi_present_2,semantics,negative polarity item licensing,sentence classification,0.5,blimp-npi_present_2,0.996999955,0.993499923,1,0.995499563,0.992499268,0.992499769,0.99649992,0.997999954,0.996999955,0.991999292,0.999499989,0.996499968,0.980498159,0.975994408,0.974496579,0.987499976,0.992999673,0.99249928,0.997999978,0.997999978,0.981496871,0.982992685,0.973995936,0.35472731,0.333333343,0.384376347,0.357462704,0.993499756,0.980995512,0.990999222,0.988999939,0.978494716,0.994999886,0.96349864,0.975492275,0.983998513,0.983499265,0.991499794,0.998499966,0.998999977,0.995499873,0.989997864,0.99849999,0.997499776,0.997499943,0.997999954,1,0.997999954,0.994999915,0.99649992,0.999499989,0.995499969,0.994998884,0.96899544,0.995999956,0.992999625,0.99149847,0.701349032,0.717941225
46,blimp-only_npi_licensor_present,semantics,negative polarity item licensing,sentence classification,0.5,blimp-only_npi_licensor_present,1,0.998499918,0.998499966,0.997499776,0.999499989,1,0.998499966,1,1,0.996999323,0.998999977,0.998499918,1,0.989499855,0.993999779,0.995499563,0.979995227,0.998999977,1,1,0.99499979,0.996999931,0.997499943,0.356618565,0.444027777,0.490183753,0.358055735,1,0.999499989,0.995999765,0.999499989,0.996499825,0.998999977,0.984498167,0.994499993,0.988996625,0.997999954,0.995499802,1,1,1,1,1,1,1,1,1,1,1,1,0.998999977,1,1,0.999499989,1,1,0.977487612,0.995499921,0.498270828
